id,isv,translations,helperWords,match,Δmin,Δavg,Δmax,Rmin,Rmax,comments
24514,baptizm,baptyzm,,,,,,,,
24515,bar,bar,,,,,,,,
24516,baraban,bęben,,,,,,,,
14453,barak,"szałas, chata",,,,,,,,
32414,barak,"barak, koszary",,,,,,,,
2436,baran,baran,,,,,,,,
24520,baranina,baranina,,,,,,,,
24522,barbaris,berberys,,,,,,,,
24524,bard,bard,,,,,,,,
6471,barel,beczka,,,,,,,,
159,bariera,bariera,,,,,,,,
24529,barikada,barykada,,,,,,,,
24530,barikadovati,barykadować,,,,,,,,
24533,barkarola,barkarola,,,,,,,,
24534,barkas,barkas,,,,,,,,
31977,barmen,barman,,,,,,,,
154,barok,barok,,,,,,,,
24535,baroko,barok,,,,,,,,
24536,barometr,"barometr, ciśnieniomierz",,,,,,,,
24538,baron,baron,,,,,,,,
24539,baronesa,baronowa,,,,,,,,
20334,barsuk,borsuk,,,,,,,,
1868,barva,"barwa, kolor",,,,,,,,
24541,barvinòk,barwinek,,,,,,,,
5873,barviti,"malować, farbować",,,,,,,,
5872,barvivo,farba,,,,,,,,
21259,barvna olovka,kredka,,,,,,,,
24542,baryj,bar (element),,,,,,,,
24544,baryton,baryton,,,,,,,,
24545,barža,barka,,,,,,,,
24546,bas,bas (głos),,,,,,,,
2437,basen,basen,,,,,,,,
36210,Bask,Bask,,,,,,,,
24549,basketbol,koszykówka,,,,,,,,
36209,baskijsky,baskijski,,,,,,,,
36569,baškirsky,baszkirski,,,,,,,,
1846,basnj,baśń,,,,,,,,
6483,basnjesloveny,wspaniały,,,,,,,,
19642,basnjevy,baśniowy,,,,,,,,
24552,basta,basta,,,,,,,,
35240,bastard,bękart,,,,,,,,
24553,bastion,bastion,,,,,,,,
24554,bastovati,strajkować,,,,,,,,
24559,batalion,batalion,,,,,,,,
24560,baterija,bateria,,,,,,,,
35632,Bavarija,Bawaria,,,,,,,,
35724,bavarsky,bawarski,,,,,,,,
2418,baviti,"bawić, zabawiać",,,,,,,,
157,bavŀna,bawełna,,,,,,,,
156,baza,baza (wojsk.),,,,,,,,
6487,baza danyh,baza danych,,,,,,,,
24565,bazalt,bazalt,,,,,,,,
16730,bazar,bazar,,,,,,,,
24567,bazilik,bazylia,,,,,,,,
31749,bazilika,bazylika,,,,,,,,
20335,bazilisk,bazyliszek,,,,,,,,
19643,bazovati na,bazować na,,,,,,,,
24570,bazovati sę na,"bazować się na, być oparty na",,,,,,,,
20336,bděnıje,czuwanie,,,,,,,,
20338,bděti,"czuwać, nie spać",,,,,,,,
20339,bditeljnosť,czujność,,,,,,,,
20340,bditeljny,czujny,,,,,,,,
2442,běda,"bieda, ubóstwo",,,,,,,,
3836,běda,kłopoty,,,,,,,,
2443,bědny,"biedny, ubogi",,,,,,,,
2444,bedrenèc,biedronka,,,,,,,,
24576,bedreny,udowy,,,,,,,,
2445,bedro,biodro,,,,,,,,
20341,běg,bieg,,,,,,,,
20342,běg,bieganie,,,,,,,,
20343,běg,wyścig,,,,,,,,
35981,běgaj!,"spadaj!, odpieprz się!, spierdalaj!, odwal się!",,,,,,,,
2441,běgati,biegać,,,,,,,,
20344,běglosť,"biegłość, płynność",,,,,,,,
20345,běgly,"biegły, płynny",,,,,,,,
36637,běgly,zbiegły,,,,,,,,
32533,běgstvo,ucieczka,,,,,,,,
1219,běgti,biec,,,,,,,,
20346,běgun,kłusak,,,,,,,,
35523,bejsbol,baseball,,,,,,,,
24583,bělavy,białawy,,,,,,,,
24584,bělěti,bieleć,,,,,,,,
2865,Belgija,Belgia,,,,,,,,
4426,belgijsky,beglijski,,,,,,,,
23521,Bělgråd,Belgrad,,,,,,,,
24586,běliḓlo,wybielacz,,,,,,,,
31731,běliti,"bielić, wybielać, zblednąć",,,,,,,,
22454,Beliz,Belize,,,,,,,,
2446,bělmo,bielmo,,,,,,,,
24591,bělobrådy,białobrody,,,,,,,,
24595,bělòk,białko,,,,,,,,
24600,bělopery,białopióry,,,,,,,,
2447,Bělorus,Białorusin,,,,,,,,
2448,Běloruś,Białoruś,,,,,,,,
2864,bělorussky,białoruski,,,,,,,,
24604,bělosť,bieleć,,,,,,,,
24605,bělovlåsy,białowłosy,,,,,,,,
24606,bělozųby,białozęby,,,,,,,,
2679,běly,biały,,,,,,,,
23409,benzin,benzyna,,,,,,,,
19493,Berlin,Berlin,,,,,,,,
36647,berserk,berserk,,,,,,,,
22601,berylij,beryl,,,,,,,,
24609,běs,"demon, diabeł, bies",,,,,,,,
1811,besěda,"rozmowa, konwersacja",,,,,,,,
2880,besědovati,rozmawiać,,,,,,,,
24612,běsiti sę,"wściekać się, szaleć z gniewu",,,,,,,,
31757,běsnosť,"szał, furia",,,,,,,,
24613,běsny,wściekły,,,,,,,,
1721,beton,beton,,,,,,,,
3972,betonny,betonowy,,,,,,,,
3044,betonomešalka,betoniarka,,,,,,,,
1434,bez,bez,,,,,,,,
3415,bez malogo,prawie,,,,,,,,
4946,bez obzira na,bez względu na,,,,,,,,
3971,bezbarvny,bezbarwny,,,,,,,,
19644,bezbolezno,bezboleśnie,,,,,,,,
19645,bezbolezny,bezbolesny,,,,,,,,
33128,bezbožıje,"ateizm, bezbożność",,,,,,,,
33131,bezbožnik,"ateista, bezbożnik",,,,,,,,
33123,bezbožny,"bezbożny, ateistyczny",,,,,,,,
33127,bezbožny,"oburzający, niemoralny",,,,,,,,
24618,bezbrådy,"bezbrody, gołowąsy",,,,,,,,
35125,bezbrånny,bezbronny,,,,,,,,
17137,bezčestıje,hańba,,,,,,,,
24620,bezčestny,haniebny,,,,,,,,
31742,bezčestny,nieuczciwy,,,,,,,,
4837,bezdětny,bezdzietny,,,,,,,,
2335,bezdna,otchłań,,,,,,,,
24626,bezdomny,bezdomny,,,,,,,,
24627,bezdònny,bezdenny,,,,,,,,
24628,bezdòždıje,susza,,,,,,,,
14455,bezdrėvny,bezdrzewny,,,,,,,,
24630,bezdušny,bezduszny,,,,,,,,
19646,bezdyšny,bez tchu,,,,,,,,
179,běženèc,uchodźca,,,,,,,,
6552,běženica,uchodźczyni,,,,,,,,
23754,běženıje,ucieczka,,,,,,,,
24671,beževy,beżowy,,,,,,,,
24633,bezglåvy,bezgłowy,,,,,,,,
24635,bezhvosty,"bezogonowy, bez ogona",,,,,,,,
6515,bezimenno,anonimowo,,,,,,,,
6516,bezimenny,"bezimienny, anonimowy",,,,,,,,
36638,bezizhodnosť,bezwyjściowość,,,,,,,,
17138,bezizhodny,"bezwyjściowy, beznadziejny (o sytuacji)",,,,,,,,
35411,bezkarnosť,bezkarność,,,,,,,,
35410,bezkarny,bezkarny,,,,,,,,
14457,bezkolorny,bezbarwny,,,,,,,,
6517,bezkonečıje,nieskończoność,,,,,,,,
4296,bezkonečno,"nieskończenie, nieustannie",,,,,,,,
6519,bezkonečnosť,nieskończoność,,,,,,,,
6520,bezkonečny,"nieskończony, bezustanny, bezkresny",,,,,,,,
6522,bezkoristny,non-profit,,,,,,,,
24637,bezkostny,bezkostny,,,,,,,,
31733,bezkriḓly,bezskrzydły,,,,,,,,
24638,bezkròvny,bezkrwawy,,,,,,,,
6524,bezlěsny,bezleśny,,,,,,,,
6525,bezlistny,bezlistny,,,,,,,,
24644,bezljudny,bezludny,,,,,,,,
20348,bezměrnosť,"bezmiar, nieograniczoność",,,,,,,,
33138,bezměrny,"bezmierny, bezgraniczny, nieograniczony",,,,,,,,
20351,bezmŀvny,"bezmowny, oniemiały",,,,,,,,
24646,bezmozgy,bezmózgi,,,,,,,,
36175,bezmytny,bezcłowy,,,,,,,,
36721,beznadějnosť,beznadziejność,,,,,,,,
4345,beznadějny,beznadziejny,,,,,,,,
24647,beznogy,beznogi,,,,,,,,
17141,bezolovny,bezołowiowy,,,,,,,,
20842,bezopasnosť,bezpieczeństwo,,,,,,,,
20844,bezopasny,bezpieczny,,,,,,,,
14458,bezošibny,"bezbłędny, bez skazy",,,,,,,,
24650,bezpamętny,zapominalski,,,,,,,,
19494,bezpartijny,bezpartyjny,,,,,,,,
20846,bezpečnosť,bezpieczeństwo,,,,,,,,
20847,bezpečny,bezpieczny,,,,,,,,
24652,bezpery,"bezpióry, bez piór",,,,,,,,
20848,bezplatny,"bezpłatny, gratisowy",,,,,,,,
24653,bezplodny,bezpłodny,,,,,,,,
33019,bezplodny,nieurodzajny,,,,,,,,
19649,bezpokojęći,"niepokojący, przykry",,,,,,,,
22974,bezpokojenıje,zakłócenie,,,,,,,,
19654,bezpokojiti,"denerwować, stresować, niepokoić, martwić, przeszkadzać",,,,,,,,
36698,bezpokojiti sę,"martwić się, denerwować się, stresować się, niepokoić się",,,,,,,,
19659,bezpokojny,"niespokojny, nerwowy",,,,,,,,
19661,bezpokojstvo,niepokój,,,,,,,,
5837,bezpomoćno,bezradnie,,,,,,,,
5836,bezpomoćnosť,bezradność,,,,,,,,
5835,bezpomoćny,bezradny,,,,,,,,
5090,bezposrėdnje,bezpośrednio,,,,,,,,
1792,"bezposrėdnji, bezposrėdny","bezpośredni, natychmiastowy",,,,,,,,
178,bezprecedentny,bezprecedensowy,,,,,,,,
3517,bezprėryvno,"ciągle, stale, bez przerwy",,,,,,,,
6536,bezprėryvny,"ciągły, stały",,,,,,,,
3493,bezpričinny,"bezprzyczynowy, bez powodu",,,,,,,,
33236,bezprikladny,"niespotykany, niebywały, bezprzykładny, niezrównany",,,,,,,,
33232,bezpriměrny,"niespotykany, niebywały, bezprzykładny, niezrównany",,,,,,,,
17142,bezråbotica,bezrobocie,,,,,,,,
28504,bezradostny,"posępny, ponury, niepogodny",,,,,,,,
24654,bezrodny,"bezpłodny, nieurodzajny, jałowy",,,,,,,,
36639,bezrodny,"bezkorzeniowy, niemający rodziny",,,,,,,,
24655,bezrogy,bezrogi,,,,,,,,
24656,bezrųky,bezręki,,,,,,,,
20352,bezs’myslica,"nonsens, bzdura, wygłupy, niedorzeczność",,,,,,,,
21261,bezs’mysľny,"bezsensowny, bezcelowy, niedorzeczny",,,,,,,,
24657,bezsiľny,bezsilny,,,,,,,,
24658,bezsněžny,bezśnieżny,,,,,,,,
24659,bezsònnica,bezsenność,,,,,,,,
24660,bezsònny,bezsenny,,,,,,,,
24661,bezstrašny,nieustraszony,,,,,,,,
16267,bezstydnosť,bezwstydność,,,,,,,,
16266,bezstydny,bezwstydny,,,,,,,,
3974,bezšumnosť,cisza,,,,,,,,
6540,bezsumny,niewątpliwy,,,,,,,,
177,bezšumny,"bezszumny, bezdźwięczny",,,,,,,,
6544,beztęžno,nieważko,,,,,,,,
6545,beztęžnosť,nieważkość,,,,,,,,
6546,beztęžny,nieważki,,,,,,,,
24008,bezumıje,obłęd,,,,,,,,
15247,bezumnik,szaleniec,,,,,,,,
15248,bezumny,"zwariowany, szalony, pomylony, obłąkany",,,,,,,,
4214,bezusilıje,swoboda (robienie czegoś bez wysiłku),,,,,,,,
4213,bezusiľno,"swobodnie, bez wysiłku",,,,,,,,
4215,bezusiľnosť,swoboda (robienie czegoś bez wysiłku),,,,,,,,
4212,bezusiľny,swobodny,,,,,,,,
21263,bezuslovny,"bezwarunkowy, absolutny",,,,,,,,
33156,bezuspěšny,nieudany,,,,,,,,
33157,bezutěšny,niepocieszony,,,,,,,,
34434,bezv’kųsny,"mdły, bez smaku",,,,,,,,
33436,bezvěrıje,"niewierność, ateizm",,,,,,,,
5051,bezvěstny,bez wieści,,,,,,,,
24664,bezvětrıje,"bezwietrzność, brak wiatru",,,,,,,,
24665,bezvinny,niewinny,,,,,,,,
22486,bezvladnosť,bezsilność,,,,,,,,
22487,bezvladnosť,"paraliż, niedowład",,,,,,,,
22485,bezvladny,bezwładny,,,,,,,,
22484,bezvlastıje,anarchia,,,,,,,,
24666,bezvlåsy,bezwłosy,,,,,,,,
24668,bezvodny,bezwodny,,,,,,,,
17143,bezvyhodny,"bezwyjściowy, beznadziejny (o sytuacji)",,,,,,,,
35126,bezzaščitny,bezbronny,,,,,,,,
24672,bezzųby,bezzębny,,,,,,,,
5040,bezzvųčny,bezdźwięczny (spółgłoska),,,,,,,,
4760,Biblija,Biblia,,,,,,,,
5844,biblijsky,biblijny,,,,,,,,
35088,bibliografičny,bibliograficzny,,,,,,,,
35087,bibliografija,bibliografia,,,,,,,,
4364,biblioteka,biblioteka,,,,,,,,
4365,bibliotekaŕ,bibliotekarz,,,,,,,,
24673,bič,bicz,,,,,,,,
34987,bičevati,biczować,,,,,,,,
35994,bifštek,befsztyk,,,,,,,,
35872,bilbord,billboard,,,,,,,,
1760,bilet,bilet,,,,,,,,
35293,binarny,binarny,,,,,,,,
35227,binoklj,lorneta,,,,,,,,
20849,biografija,biografia,,,,,,,,
3975,biolog,biolog,,,,,,,,
3976,biologičny,biologiczny,,,,,,,,
1780,biologija,biologia,,,,,,,,
17145,biskup,biskup,,,,,,,,
35992,biskvit,"ciasteczko, keks, herbatnik",,,,,,,,
22635,bismut,bizmut,,,,,,,,
4049,biti,"bić, uderzać",,,,,,,,
24678,bitıje,bicie,,,,,,,,
24679,bitka,"bójka, bój",,,,,,,,
20353,bitva,"bitwa, walka",,,,,,,,
35833,Bizantija,Bizancjum,,,,,,,,
35834,Bizantijska imperija,Cesarstwo bizancyjskie,,,,,,,,
35341,bizantijsky,"bizantyjski, bizantyński",,,,,,,,
637,biznes,"biznes, interesy, sprawa",,,,,,,,
15785,biznesmen,biznesmen,,,,,,,,
14464,biznesny,biznesowy,,,,,,,,
32788,bizon,bizon,,,,,,,,
24681,bižuterija,biżuteria,,,,,,,,
35181,bjuleten,biuletyn,,,,,,,,
3978,bjurokracija,biurokracja,,,,,,,,
2452,bjurokrat,biurokrata,,,,,,,,
3979,bjurokratičny,biurokratyczny,,,,,,,,
3176,bjust,biust,,,,,,,,
17146,blågo,dobro,,,,,,,,
4927,blågodarę,dzięki,,,,,,,,
4885,"blågodarim, blågodarjų",dziękuję,,,,,,,,
4889,blågodariti,dziękować,,,,,,,,
6575,blågodarjenıje,podziękowanie,,,,,,,,
6576,blågodarno,wdzięcznie,,,,,,,,
4905,blågodarnosť,wdzięczność,,,,,,,,
4903,blågodarny,wdzięczny,,,,,,,,
23755,blågomilosť,przysługa,,,,,,,,
15251,blågomily,"przychylny, sprzyjający",,,,,,,,
23756,blågoprijętny,"przychylny, sprzyjający",,,,,,,,
21264,blågorodny,honorowy (tytuł),,,,,,,,
22975,blågos’klonnosť,"przychylność, życzliwość",,,,,,,,
14466,blågos’klonny,"przychylny, sprzyjający, korzystny",,,,,,,,
19662,blågos’klonny,życzliwie nastawiony,,,,,,,,
5574,blågoslavjati,"błogosławić, beatyfikować",,,,,,,,
5573,blågosloviti,"pobłogosławić, beatyfikować",,,,,,,,
5901,blågoslovjenıje,błogosławieństwo,,,,,,,,
6587,blågoslovjenıje,beatyfikacja,,,,,,,,
6588,blågoslovny,beatyfikacyjny,,,,,,,,
21713,blågostanıje,dobrobyt,,,,,,,,
22146,blågotvorny,korzystny,,,,,,,,
22214,Blågověšćenıje,Zwiastowanie,,,,,,,,
22297,blågovolěti,"okazywać życzliwość, okazywać dobrą wolę",,,,,,,,
22299,blågovoljny,życzliwy,,,,,,,,
36893,blågoželańje,gratulacje,,,,,,,,
6050,blågoželati,gratulować,,,,,,,,
35598,blågozvųčnosť,eufonia,,,,,,,,
35599,blågozvučny,eufoniczny,,,,,,,,
620,blågy,błogi,,,,,,,,
24683,blåna,błona,,,,,,,,
36376,blåtna kųpělj,"borowina, kąpiel błotna",,,,,,,,
24684,blåtny,"błocisty, bagnisty",,,,,,,,
3463,blåto,"błoto, bagno",,,,,,,,
312,blazn,"błazen, szaleniec, wariat",,,,,,,,
24688,blazniti sę,"wygłupiać się, wydurniać się",,,,,,,,
24689,blaznovati,"błaznować, wygłupiać się",,,,,,,,
24690,blědněti,blednąć,,,,,,,,
24692,blědosť,bladość,,,,,,,,
2453,blědy,blady,,,,,,,,
24693,blejati,"biadolić, beczeć",,,,,,,,
33405,blekdžek,blackjack,,,,,,,,
24694,blen,lulek,,,,,,,,
5073,blěsk,"blask, błysk",,,,,,,,
2456,blěskati,"błyskać, świecić, błyszczeć, lśnić",,,,,,,,
5066,blěskavica,błyskawica,,,,,,,,
24717,blěskavy,olśniewający,,,,,,,,
5869,blěsklivy,błyskotliwy,,,,,,,,
2035,blěsknųti,"błysnąć, zalśnić",,,,,,,,
24697,blěstěti,błyszczeć,,,,,,,,
24698,blin,naleśnik,,,,,,,,
3426,bliz,"prawie, niemal",,,,,,,,
6609,bliže,bliżej,,,,,,,,
24702,bližiti sę,zbliżać się,,,,,,,,
3746,blizko,blisko,,,,,,,,
4916,blizko,blisko,,,,,,,,
3980,blizkosť,bliskość,,,,,,,,
3287,blizky,bliski,,,,,,,,
6603,Blizky Iztok,Bliski Wschód,,,,,,,,
2455,Blizky Vòzhod,Bliski Wschód,,,,,,,,
192,bliznèc,bliźniak,,,,,,,,
7406,blizneci,bliźnięta,,,,,,,,
24701,Blizneci,Bliźnięta,,,,,,,,
7404,bliznečky,bliźniaczki,,,,,,,,
7407,bliznečsky,bliźniaczy,,,,,,,,
24703,"bližnji, bližny","pobliski, bliźni",,,,,,,,
6610,blizši,bliższy,,,,,,,,
35437,bljudce,spodek,,,,,,,,
24704,bljudo,półmisek,,,,,,,,
36473,bljudo,"potrawa, danie",,,,,,,,
24705,bljunųti,zwymiotować,,,,,,,,
2458,bljušč,bluszcz,,,,,,,,
24707,bljuvati,wymiotować,,,,,,,,
36781,bljuvotina,wymiociny,,,,,,,,
16778,blog,blog,,,,,,,,
2460,blòha,pchła,,,,,,,,
2459,blok,blok,,,,,,,,
4953,blokada,blokada,,,,,,,,
33085,blokflejta,flet prosty,,,,,,,,
193,blokovati,"blokować, zastawiać",,,,,,,,
17150,blondin,blondyn,,,,,,,,
2457,blondinka,blondynka,,,,,,,,
6189,blųd,błąd,,,,,,,,
2461,blųditi,"błądzić, włóczyć się, zbaczać",,,,,,,,
24713,blųdny,błędny,,,,,,,,
24714,blųkati,"włóczyć się, zbaczać, błądzić",,,,,,,,
20850,boa,boa,,,,,,,,
701,bob,"fasola, bób",,,,,,,,
24721,bobovy,fasoli,,,,,,,,
2434,bobr,bóbr,,,,,,,,
6620,bobrıja damba,bobrza tama,,,,,,,,
15253,bobrıji,bobrzy,,,,,,,,
36502,bobslej,bobslej,,,,,,,,
323,boćan,bocian,,,,,,,,
14454,bòčka,beczka,,,,,,,,
3981,bočny,boczny,,,,,,,,
36179,bočny poględ,"rzut boczny, widok boczny",,,,,,,,
14452,bòčva,beczka,,,,,,,,
24726,bodati,"dźgać, przekłuwać, przebijać",,,,,,,,
31753,bodati sę,bóść się,,,,,,,,
24727,bodèc,kolec,,,,,,,,
24728,bodlivy,kłujący,,,,,,,,
24730,bòdnaŕ,bednarz,,,,,,,,
36421,bodnųti,"dźgnąć, przekłuć, przebić, ubóść",,,,,,,,
36422,bodnųti sę,bodnąć się,,,,,,,,
20354,bodrosť,wesołość,,,,,,,,
20355,bodry,"żarliwy, energiczny, żywy",,,,,,,,
2855,bog,bóg,,,,,,,,
14471,bogač,bogacz,,,,,,,,
24736,bogatěti,bogacić się,,,,,,,,
6624,bogatosť,"bogactwo, zamożność",,,,,,,,
6629,bogatši,bogatszy,,,,,,,,
6628,bogatstvo,"bogactwo, zamożność",,,,,,,,
212,bogaty,"bogaty, zamożny",,,,,,,,
14473,bogatyr,bohater,,,,,,,,
17152,bogatyrsko,"bohatersko, heroicznie",,,,,,,,
17151,bogatyrsky,"bohaterski, heroiczny",,,,,,,,
17153,bogohuľstvo,bluźnierstwo,,,,,,,,
17154,Bogojavjenıje,"Pięćdziesiątnica, Epifania, Zesłanie Ducha Świętego",,,,,,,,
20357,bogomoḓlka,modliszka,,,,,,,,
17156,Bogorodica,"Bogurodzica, Bogarodzica, Święta Maryja",,,,,,,,
17157,bogoslovèc,teolog,,,,,,,,
17158,bogoslovıje,teologia,,,,,,,,
17159,bogoslužba,nabożeństwo,,,,,,,,
17160,bogosluženıje,nabożeństwo,,,,,,,,
4513,bogounižajųći,bluźnierczy,,,,,,,,
4512,bogounižanıje,bluźnierstwo,,,,,,,,
4510,bogounižati,bluźnić,,,,,,,,
4511,bogouniziti,bluźnierca,,,,,,,,
6636,bogounižny,bluźnierczo,,,,,,,,
16926,bogyni,bogini,,,,,,,,
32037,bohanka,bochen,,,,,,,,
35231,Bohemija,Czechy (Bohemia),,,,,,,,
2464,boj,walka,,,,,,,,
20358,boj,"bój, bitwa",,,,,,,,
2465,bojati sę,"bać się, obawiać się, lękać się",,,,,,,,
6641,bojazlivo,"bojaźliwie, lękliwie",,,,,,,,
6642,bojazlivy,"bojaźliwy, lękliwy",,,,,,,,
4769,bojaznj,"strach, lęk, bojaźń",,,,,,,,
6644,bojazno,"bojaźliwie, lękliwie",,,,,,,,
6645,bojazny,"bojaźliwy, bojący się, lękliwy",,,,,,,,
24746,bojèc,"bojownik, wojownik, woj, żołnierz",,,,,,,,
2466,bojevati,"walczyć, wojować",,,,,,,,
6169,bojevnik,"bojownik, wojownik, wojak, woj",,,,,,,,
6651,bojevy,bojowy,,,,,,,,
4954,bojkot,bojkot,,,,,,,,
2919,bojkotovati,bojkotować,,,,,,,,
35420,bojna glåvica,głowica,,,,,,,,
24748,bojny,"bojowy, wojskowy, walczący",,,,,,,,
765,bok,"bok, flanka",,,,,,,,
31784,bolestny,"chorobliwy, chorowity",,,,,,,,
2011,bolěti,chorować,,,,,,,,
36690,bolěti,boleć,,,,,,,,
14475,bolez,choroba,,,,,,,,
6657,bolezno,"boleśnie, dotkliwie",,,,,,,,
14028,boleznotvorny,"chorobotwórczy, patogeniczny",,,,,,,,
6658,bolezny,"bolesny, obolały",,,,,,,,
6659,bolezny,"zachorzały, chory",,,,,,,,
23478,boliglåv,cykuta,,,,,,,,
2467,bolinka,dudy,,,,,,,,
22434,Bolivija,Boliwia,,,,,,,,
22435,bolivijsky,boliwijski,,,,,,,,
1132,bolj,ból,,,,,,,,
16915,bolje,"bardziej, więcej",,,,,,,,
34901,bolje ili menje,mniej więcej,,,,,,,,
201,boljnica,szpital,,,,,,,,
6661,boljno,"chorowicie, chorobliwie",,,,,,,,
202,boljny,chory,,,,,,,,
1824,boljšesť,większość,,,,,,,,
35660,boljši,większy,,,,,,,,
208,bomba,bomba,,,,,,,,
2469,bombardovati,bombardować,,,,,,,,
24758,bonbon,cukierek,,,,,,,,
22602,bor,bor,,,,,,,,
24759,bor,sosna,,,,,,,,
207,boŕba,zapasy,,,,,,,,
23988,bordelj,"burdel, dom publiczny",,,,,,,,
24763,Bordo,Bordeaux,,,,,,,,
24764,bordovy,bordowy,,,,,,,,
17165,borèc,"zapaśnik, bojownik, wojownik",,,,,,,,
17168,boriti sę,"borykać się, mocować się (z), walczyć, zmagać się",,,,,,,,
24766,borovik,borowik,,,,,,,,
24769,bòrščevnik,barszcz (roślina),,,,,,,,
35871,Bosnija,Bośnia,,,,,,,,
1379,Bosnija i Hercegovina,Bośnia i Hercegowina,,,,,,,,
606,bosnijsky,bośniacki,,,,,,,,
20359,bosnjačsky,bośniacki,,,,,,,,
6170,Bosnjak,Bośniak,,,,,,,,
24772,bosonogy,bosonogi,,,,,,,,
24733,bosti,"dźgać, przekłuwać, przebijać",,,,,,,,
31754,bosti sę,bóść się,,,,,,,,
2463,bosy,bosy,,,,,,,,
23324,botaničny,botaniczny,,,,,,,,
23325,botaničny sad,ogród botaniczny,,,,,,,,
23323,botanik,botanik,,,,,,,,
23322,botanika,botanika,,,,,,,,
36488,Botsvana,Botswana,,,,,,,,
1455,bòz,bez (bot.),,,,,,,,
36282,bòzina,bez czarny,,,,,,,,
26843,božıja kråvka,"biedronka, boża krówka",,,,,,,,
6262,božıji,boży,,,,,,,,
5295,božsky,boski,,,,,,,,
17169,božstvo,bóstwo,,,,,,,,
2479,bråda,broda,,,,,,,,
24782,brådač,brodacz,,,,,,,,
24783,brådaty,brodaty,,,,,,,,
5886,brådavica,brodawka,,,,,,,,
473,brådavička,sutek,,,,,,,,
36028,brådobrivèc,"fryzjer, golibroda, cyrulik",,,,,,,,
24786,brahtati sę,trzepotać się,,,,,,,,
36111,Brajlovo pismo,alfabet Braille’a,,,,,,,,
24787,brak,"wada, skaza, usterka, defekt",,,,,,,,
34778,brakonier,poacher,,,,,,,,
34777,brakonierstvo,poaching,,,,,,,,
2478,bråna,brona,,,,,,,,
24792,bråniti,bronić,,,,,,,,
23984,braslet,bransoletka,,,,,,,,
219,brat,brat,,,,,,,,
7405,brat bliznèc,brat bliźniak,,,,,,,,
1588,brat ili sestra,rodzeństwo,,,,,,,,
24795,bratati sę,bratać się,,,,,,,,
6681,braterska ljubòv,braterska miłość,,,,,,,,
6021,bratersky,braterski,,,,,,,,
1877,brati,brać,,,,,,,,
23522,Bratislava,Bratysława,,,,,,,,
24799,bratja,bracia zakonni,,,,,,,,
6098,bratobijstvo,bratobójstwo,,,,,,,,
24801,bratov,"braterski, należący do brata",,,,,,,,
1461,bratstvo,"braterstwo, bractwo",,,,,,,,
35655,bravo,brawo,,,,,,,,
221,bråzda,"bruzda, zmarszczka",,,,,,,,
24805,bråzditi,marszczyć,,,,,,,,
2473,Brazilija,Brazylia,,,,,,,,
4753,braziľsky,brazylijski,,,,,,,,
2474,brėg,"brzeg, wybrzeże",,,,,,,,
6081,Brėg Slonovoj Kosti,Wybrzeże Kości Słoniowej,,,,,,,,
24808,brėgovy,przybrzeżny,,,,,,,,
24810,brėk,"jarząb brekinia, brzęk",,,,,,,,
24811,breknųti,"puchnąć, nabrzmiewać",,,,,,,,
16338,brėmę,"ciężar, brzemię, ładunek",,,,,,,,
17170,brėmennosť,"brzemienność, ciąża",,,,,,,,
17171,brėmenny,"brzemienny, ciężarny",,,,,,,,
24815,brenčati,"brzękać, brzęczeć, huczeć",,,,,,,,
214,brend,marka,,,,,,,,
24818,brenknųti,brzęknąć,,,,,,,,
24836,brèšljan,bluszcz (bot.),,,,,,,,
17173,brėst,wiąz,,,,,,,,
218,brėza,brzoza,,,,,,,,
6697,brėzènj,marzec,,,,,,,,
24824,brėžny,przybrzeżny,,,,,,,,
6699,bridko,brzydko,,,,,,,,
2475,bridky,ostry,,,,,,,,
6698,bridky,brzydki,,,,,,,,
21265,bridž,brydż,,,,,,,,
24826,briket,brykiet,,,,,,,,
6702,Britanske Děvičıje Ostrovy,Brytyjskie Wyspy Dziewicze,,,,,,,,
2470,britansky,brytyjski,,,,,,,,
5283,briti,"golić, strugać",,,,,,,,
34140,briti sę,golić się,,,,,,,,
2480,britva,brzytwa,,,,,,,,
24828,brjuhaty,brzuchaty,,,,,,,,
2477,brjuho,brzuch,,,,,,,,
36592,brjušny,brzuszny,,,,,,,,
1337,bŕlog,"barłóg, legowisko, matecznik",,,,,,,,
24831,Brno,Brno,,,,,,,,
4772,brod,bród (na rzece),,,,,,,,
24833,broditi,brodzić,,,,,,,,
31789,broditi,"błądzić, włóczyć się",,,,,,,,
17175,broj,"numer, liczba",,,,,,,,
22626,brom,brom,,,,,,,,
16797,brònja,"zbroja, pancerz",,,,,,,,
6706,bronza,brąz (stop),,,,,,,,
36153,bronzova doba,epoka brązu,,,,,,,,
6707,bronzovy,brązowy (stop),,,,,,,,
35183,brošura,broszura,,,,,,,,
2308,bròv,brew,,,,,,,,
1852,bṙšč,barszcz,,,,,,,,
24837,bṙť,"barć, dziki ul",,,,,,,,
24838,bṙtnik,bartnik,,,,,,,,
17176,brukva,brukiew,,,,,,,,
24842,brus,"brus, osełka",,,,,,,,
36810,Bruselj,Bruksela,,,,,,,,
24843,brusiti,szlifować osełkami,,,,,,,,
6711,brusnica,borówka brusznica,,,,,,,,
162,brutaľnosť,brutalność,,,,,,,,
2483,brutaľny,brutalny,,,,,,,,
24845,bruto,brutto,,,,,,,,
